id,username,password,name,group_id,profession_info_id,parent_user_id
37,14799871749,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发二部高级测试工程师,8,12,6
38,17934214987,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发二部高级运维工程师,10,13,6
39,12497076914,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发二部开发工程师,6,14,6
40,16599713419,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发二部测试工程师,8,15,6
41,18541389133,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发二部运维工程师,10,16,6
42,16183714818,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发二部初级开发工程师,6,17,6
43,17876291378,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发二部初级测试工程师,8,18,6
44,16878731141,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发二部初级运维工程师,10,19,6
45,17823740713,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部高级开发工程师,11,11,7
46,18733219173,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部高级测试工程师,13,12,7
47,17499272982,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部高级运维工程师,15,13,7
48,19836872322,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部开发工程师,11,14,7
49,18792832791,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部测试工程师,13,15,7
50,17979238443,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部运维工程师,15,16,7
51,18774829284,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部初级开发工程师,11,17,7
52,11739587234,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部初级测试工程师,13,18,7
53,19823457243,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发三部初级运维工程师,15,19,7
54,17834783284,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部高级开发工程师,12,11,8
55,13487485223,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部高级测试工程师,14,12,8
56,18774232323,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部高级运维工程师,16,13,8
57,17848234324,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部开发工程师,12,14,8
58,18947832432,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部测试工程师,14,15,8
59,18732743832,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部运维工程师,16,16,8
60,17498234134,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部初级开发工程师,12,17,8
61,18423389145,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部初级测试工程师,14,18,8
62,17732958271,$2a$04$1dTzXr90nxMDgsq2.gda9eoLC3k6Tid/hUTXcDP9fJb5k5h5KVezq,开发四部初级运维工程师,16,19,8
